x1,x2,sentence1,sentence2,y_type,y_score
China 's yuan,China yuan,China 's yuan weakens to 6.2767 against USD Thursday,China yuan weakens to 6.1818 against USD Tuesday,EQUI,5
to 6.2767,to 6.1818,China 's yuan weakens to 6.2767 against USD Thursday,China yuan weakens to 6.1818 against USD Tuesday,SIMI,4
,open,Zen Report : Ai n't easy being high maintenance,Russian meteorite leaves building gaping open,NOALI,NIL
,Russian meteorite,Zen Report : Ai n't easy being high maintenance,Russian meteorite leaves building gaping open,NOALI,NIL
,leaves,Zen Report : Ai n't easy being high maintenance,Russian meteorite leaves building gaping open,NOALI,NIL
easy,,Zen Report : Ai n't easy being high maintenance,Russian meteorite leaves building gaping open,NOALI,NIL
high maintenance,,Zen Report : Ai n't easy being high maintenance,Russian meteorite leaves building gaping open,NOALI,NIL
Ai n't,,Zen Report : Ai n't easy being high maintenance,Russian meteorite leaves building gaping open,NOALI,NIL
being,,Zen Report : Ai n't easy being high maintenance,Russian meteorite leaves building gaping open,NOALI,NIL
,,Zen Report : Ai n't easy being high maintenance,Russian meteorite leaves building gaping open,NOALI,NIL
Zen Report,,Zen Report : Ai n't easy being high maintenance,Russian meteorite leaves building gaping open,NOALI,NIL
,building gaping,Zen Report : Ai n't easy being high maintenance,Russian meteorite leaves building gaping open,NOALI,NIL
kills,Kill,Suicide bomber kills policeman in Pakistan,Suicide Bombers Kill 3 Soldiers in Pakistan,EQUI,5
policeman,3 Soldiers,Suicide bomber kills policeman in Pakistan,Suicide Bombers Kill 3 Soldiers in Pakistan,SIMI,2
in Pakistan,in Pakistan,Suicide bomber kills policeman in Pakistan,Suicide Bombers Kill 3 Soldiers in Pakistan,EQUI,5
Suicide bomber,Suicide Bombers,Suicide bomber kills policeman in Pakistan,Suicide Bombers Kill 3 Soldiers in Pakistan,SIMI,4
to be sentenced,Sentenced,Chicago man to be sentenced for terror convictions,Kabul Bank Heads Sentenced for Corruption,EQUI,5
Chicago man,,Chicago man to be sentenced for terror convictions,Kabul Bank Heads Sentenced for Corruption,NOALI,NIL
for terror convictions,for Corruption,Chicago man to be sentenced for terror convictions,Kabul Bank Heads Sentenced for Corruption,SIMI,3
,Kabul Bank Heads,Chicago man to be sentenced for terror convictions,Kabul Bank Heads Sentenced for Corruption,NOALI,NIL
in early trading,in choppy trading,Stocks rise in early trading,US stocks ease in choppy trading,SIMI,3
rise,ease,Stocks rise in early trading,US stocks ease in choppy trading,SIMI,2
Stocks,US stocks,Stocks rise in early trading,US stocks ease in choppy trading,SPE2,4
say,,UK police say no terrorism link to helicopter crash,China police seek eight suspects over crash,NOALI,NIL
UK police,China police,UK police say no terrorism link to helicopter crash,China police seek eight suspects over crash,SIMI,2
,seek,UK police say no terrorism link to helicopter crash,China police seek eight suspects over crash,NOALI,NIL
to helicopter crash,over crash,UK police say no terrorism link to helicopter crash,China police seek eight suspects over crash,SPE1,3
,eight suspects,UK police say no terrorism link to helicopter crash,China police seek eight suspects over crash,NOALI,NIL
no terrorism link,,UK police say no terrorism link to helicopter crash,China police seek eight suspects over crash,NOALI,NIL
killed,killed,"41 killed , 22 wounded in violent attacks in Iraq","15 killed , 90 wounded in fresh attacks in Iraq",EQUI,5
,",","41 killed , 22 wounded in violent attacks in Iraq","15 killed , 90 wounded in fresh attacks in Iraq",NOALI,NIL
41,15,"41 killed , 22 wounded in violent attacks in Iraq","15 killed , 90 wounded in fresh attacks in Iraq",SIMI,2
wounded,wounded,"41 killed , 22 wounded in violent attacks in Iraq","15 killed , 90 wounded in fresh attacks in Iraq",EQUI,5
",",,"41 killed , 22 wounded in violent attacks in Iraq","15 killed , 90 wounded in fresh attacks in Iraq",NOALI,NIL
in Iraq,in Iraq,"41 killed , 22 wounded in violent attacks in Iraq","15 killed , 90 wounded in fresh attacks in Iraq",EQUI,5
22,90,"41 killed , 22 wounded in violent attacks in Iraq","15 killed , 90 wounded in fresh attacks in Iraq",SIMI,2
in violent attacks,in fresh attacks,"41 killed , 22 wounded in violent attacks in Iraq","15 killed , 90 wounded in fresh attacks in Iraq",SIMI,4
Israel-Palestinian peace,,"Kerry to visit Jordan , Israel-Palestinian peace on agenda",Kerry postpones visit to Israel in one week,NOALI,NIL
Kerry,Kerry,"Kerry to visit Jordan , Israel-Palestinian peace on agenda",Kerry postpones visit to Israel in one week,EQUI,5
Jordan,to Israel,"Kerry to visit Jordan , Israel-Palestinian peace on agenda",Kerry postpones visit to Israel in one week,SIMI,3
on agenda,postpones,"Kerry to visit Jordan , Israel-Palestinian peace on agenda",Kerry postpones visit to Israel in one week,REL,2
",",,"Kerry to visit Jordan , Israel-Palestinian peace on agenda",Kerry postpones visit to Israel in one week,NOALI,NIL
,in one week,"Kerry to visit Jordan , Israel-Palestinian peace on agenda",Kerry postpones visit to Israel in one week,NOALI,NIL
to visit,visit,"Kerry to visit Jordan , Israel-Palestinian peace on agenda",Kerry postpones visit to Israel in one week,EQUI,5
,by deadline,Obama signs up for Obamacare,Americans scramble to sign up for Obamacare by deadline,NOALI,NIL
,scramble,Obama signs up for Obamacare,Americans scramble to sign up for Obamacare by deadline,NOALI,NIL
for Obamacare,for Obamacare,Obama signs up for Obamacare,Americans scramble to sign up for Obamacare by deadline,EQUI,5
signs up,to sign up,Obama signs up for Obamacare,Americans scramble to sign up for Obamacare by deadline,EQUI,5
,Americans,Obama signs up for Obamacare,Americans scramble to sign up for Obamacare by deadline,NOALI,NIL
Obama,,Obama signs up for Obamacare,Americans scramble to sign up for Obamacare by deadline,NOALI,NIL
over Benghazi,after Benghazi,US State Department faulted over Benghazi,State Dept security chief resigns after Benghazi,EQUI,5
faulted,resigns,US State Department faulted over Benghazi,State Dept security chief resigns after Benghazi,REL,2
US State Department,State Dept security chief,US State Department faulted over Benghazi,State Dept security chief resigns after Benghazi,SPE1,3
must destroy,,Syria must destroy chemical weapons,Libya,NOALI,NIL
chemical weapons,,Syria must destroy chemical weapons,Libya,NOALI,NIL
Syria,Libya,Syria must destroy chemical weapons,Libya,SIMI,2
in Sinai,in Sinai,"Suicide Bombs Hit Egypt Military in Sinai , Kill 6","Suicide bombs hit Egypt military in Sinai , kill 4",EQUI,5
Egypt Military,Egypt military,"Suicide Bombs Hit Egypt Military in Sinai , Kill 6","Suicide bombs hit Egypt military in Sinai , kill 4",EQUI,5
Kill,kill,"Suicide Bombs Hit Egypt Military in Sinai , Kill 6","Suicide bombs hit Egypt military in Sinai , kill 4",EQUI,5
",",,"Suicide Bombs Hit Egypt Military in Sinai , Kill 6","Suicide bombs hit Egypt military in Sinai , kill 4",NOALI,NIL
Hit,hit,"Suicide Bombs Hit Egypt Military in Sinai , Kill 6","Suicide bombs hit Egypt military in Sinai , kill 4",EQUI,5
Suicide Bombs,Suicide bombs,"Suicide Bombs Hit Egypt Military in Sinai , Kill 6","Suicide bombs hit Egypt military in Sinai , kill 4",EQUI,5
6,4,"Suicide Bombs Hit Egypt Military in Sinai , Kill 6","Suicide bombs hit Egypt military in Sinai , kill 4",SIMI,4
,",","Suicide Bombs Hit Egypt Military in Sinai , Kill 6","Suicide bombs hit Egypt military in Sinai , kill 4",NOALI,NIL
killed,injured,Four Morsi supporters killed in Egypt clashes,Dozens injured as Morsi supporters clash with security forces,SIMI,3
Four Morsi supporters,as Morsi supporters,Four Morsi supporters killed in Egypt clashes,Dozens injured as Morsi supporters clash with security forces,SPE1,4
in Egypt clashes,clash,Four Morsi supporters killed in Egypt clashes,Dozens injured as Morsi supporters clash with security forces,SPE1,4
,with security forces,Four Morsi supporters killed in Egypt clashes,Dozens injured as Morsi supporters clash with security forces,NOALI,NIL
,Dozens,Four Morsi supporters killed in Egypt clashes,Dozens injured as Morsi supporters clash with security forces,NOALI,NIL
dropped,,Pistorius officer dropped from case,Pistorius officer on attempted murder charges,NOALI,NIL
from case,on attempted murder charges,Pistorius officer dropped from case,Pistorius officer on attempted murder charges,SPE2,3
Pistorius officer,Pistorius officer,Pistorius officer dropped from case,Pistorius officer on attempted murder charges,EQUI,5
,vows,Pakistani Taliban chief Hakimullah Mehsud killed in drone strike,"Pakistan Taliban vows revenge , to repay Hakimullah 's killing in bloodshed",NOALI,NIL
,to repay,Pakistani Taliban chief Hakimullah Mehsud killed in drone strike,"Pakistan Taliban vows revenge , to repay Hakimullah 's killing in bloodshed",NOALI,NIL
in drone strike,in bloodshed,Pakistani Taliban chief Hakimullah Mehsud killed in drone strike,"Pakistan Taliban vows revenge , to repay Hakimullah 's killing in bloodshed",SIMI,3
killed,'s killing,Pakistani Taliban chief Hakimullah Mehsud killed in drone strike,"Pakistan Taliban vows revenge , to repay Hakimullah 's killing in bloodshed",EQUI,5
Pakistani Taliban chief Hakimullah Mehsud,Pakistan Taliban,Pakistani Taliban chief Hakimullah Mehsud killed in drone strike,"Pakistan Taliban vows revenge , to repay Hakimullah 's killing in bloodshed",REL,4
,",",Pakistani Taliban chief Hakimullah Mehsud killed in drone strike,"Pakistan Taliban vows revenge , to repay Hakimullah 's killing in bloodshed",NOALI,NIL
,revenge,Pakistani Taliban chief Hakimullah Mehsud killed in drone strike,"Pakistan Taliban vows revenge , to repay Hakimullah 's killing in bloodshed",NOALI,NIL
Pakistani Taliban chief Hakimullah Mehsud,Hakimullah,Pakistani Taliban chief Hakimullah Mehsud killed in drone strike,"Pakistan Taliban vows revenge , to repay Hakimullah 's killing in bloodshed",EQUI,5
suspect,suspect,Police confirm how suspect was captured,Raid on Boston Marathon bombing suspect captured on film,EQUI,5
was captured,captured,Police confirm how suspect was captured,Raid on Boston Marathon bombing suspect captured on film,EQUI,5
Police,,Police confirm how suspect was captured,Raid on Boston Marathon bombing suspect captured on film,NOALI,NIL
,on film,Police confirm how suspect was captured,Raid on Boston Marathon bombing suspect captured on film,NOALI,NIL
how,,Police confirm how suspect was captured,Raid on Boston Marathon bombing suspect captured on film,NOALI,NIL
confirm,,Police confirm how suspect was captured,Raid on Boston Marathon bombing suspect captured on film,NOALI,NIL
,Raid,Police confirm how suspect was captured,Raid on Boston Marathon bombing suspect captured on film,NOALI,NIL
,on Boston Marathon bombing,Police confirm how suspect was captured,Raid on Boston Marathon bombing suspect captured on film,NOALI,NIL
evacuation,evacuation,Flooding in Canada forces evacuation of another city,"California wildfire forces evacuation of homes , university",EQUI,5
of another city,"of homes , university",Flooding in Canada forces evacuation of another city,"California wildfire forces evacuation of homes , university",SPE2,4
forces,forces,Flooding in Canada forces evacuation of another city,"California wildfire forces evacuation of homes , university",EQUI,5
Flooding in Canada,California wildfire,Flooding in Canada forces evacuation of another city,"California wildfire forces evacuation of homes , university",SIMI,2
in Nigeria police attack,in Kenya bus attack,Death toll in Nigeria police attack rises to 30,Death toll in Kenya bus attack rises to six,SIMI,1
Death toll,Death toll,Death toll in Nigeria police attack rises to 30,Death toll in Kenya bus attack rises to six,EQUI,5
to 30,to six,Death toll in Nigeria police attack rises to 30,Death toll in Kenya bus attack rises to six,SIMI,2
rises,rises,Death toll in Nigeria police attack rises to 30,Death toll in Kenya bus attack rises to six,EQUI,5
,no argument,Australia to scrap soaring national debt ceiling,Australian PM insists no argument with Indonesia,NOALI,NIL
soaring national debt ceiling,,Australia to scrap soaring national debt ceiling,Australian PM insists no argument with Indonesia,NOALI,NIL
,insists,Australia to scrap soaring national debt ceiling,Australian PM insists no argument with Indonesia,NOALI,NIL
,with Indonesia,Australia to scrap soaring national debt ceiling,Australian PM insists no argument with Indonesia,NOALI,NIL
to scrap,,Australia to scrap soaring national debt ceiling,Australian PM insists no argument with Indonesia,NOALI,NIL
Australia,Australian PM,Australia to scrap soaring national debt ceiling,Australian PM insists no argument with Indonesia,REL,3
Iran,Iran,Iran says serious issues remain in nuclear talks,Iran vows to preserve `` peaceful '' nuclear program,EQUI,5
,to preserve,Iran says serious issues remain in nuclear talks,Iran vows to preserve `` peaceful '' nuclear program,NOALI,NIL
says,,Iran says serious issues remain in nuclear talks,Iran vows to preserve `` peaceful '' nuclear program,NOALI,NIL
in nuclear talks,`` peaceful '' nuclear program,Iran says serious issues remain in nuclear talks,Iran vows to preserve `` peaceful '' nuclear program,REL,2
,vows,Iran says serious issues remain in nuclear talks,Iran vows to preserve `` peaceful '' nuclear program,NOALI,NIL
serious issues,,Iran says serious issues remain in nuclear talks,Iran vows to preserve `` peaceful '' nuclear program,NOALI,NIL
remain,,Iran says serious issues remain in nuclear talks,Iran vows to preserve `` peaceful '' nuclear program,NOALI,NIL
's Darfur,in Abyei clash,Seven peacekeepers killed in Sudan 's Darfur,Peacekeeper killed in Abyei clash,SIMI,1
Seven peacekeepers,Peacekeeper,Seven peacekeepers killed in Sudan 's Darfur,Peacekeeper killed in Abyei clash,SPE1,3
in Sudan,,Seven peacekeepers killed in Sudan 's Darfur,Peacekeeper killed in Abyei clash,NOALI,NIL
killed,killed,Seven peacekeepers killed in Sudan 's Darfur,Peacekeeper killed in Abyei clash,EQUI,5
voices,confirms,UN voices alarm over Israeli strikes on Syria,Israeli official confirms second air strike at Syria,SIMI,2
on Syria,at Syria,UN voices alarm over Israeli strikes on Syria,Israeli official confirms second air strike at Syria,EQUI,5
over Israeli strikes,second air strike,UN voices alarm over Israeli strikes on Syria,Israeli official confirms second air strike at Syria,SPE2,4
UN,,UN voices alarm over Israeli strikes on Syria,Israeli official confirms second air strike at Syria,NOALI,NIL
,Israeli official,UN voices alarm over Israeli strikes on Syria,Israeli official confirms second air strike at Syria,NOALI,NIL
alarm,,UN voices alarm over Israeli strikes on Syria,Israeli official confirms second air strike at Syria,NOALI,NIL
Egyptian police,,Egyptian police fire tear gas at Brotherhood protesters,India : Tear Gas Fired At Gang Rape Protesters,NOALI,NIL
at Brotherhood protesters,At Gang Rape Protesters,Egyptian police fire tear gas at Brotherhood protesters,India : Tear Gas Fired At Gang Rape Protesters,SIMI,2
tear gas,Tear Gas,Egyptian police fire tear gas at Brotherhood protesters,India : Tear Gas Fired At Gang Rape Protesters,EQUI,5
fire,Fired,Egyptian police fire tear gas at Brotherhood protesters,India : Tear Gas Fired At Gang Rape Protesters,EQUI,5
,India,Egyptian police fire tear gas at Brotherhood protesters,India : Tear Gas Fired At Gang Rape Protesters,NOALI,NIL
,,Egyptian police fire tear gas at Brotherhood protesters,India : Tear Gas Fired At Gang Rape Protesters,NOALI,NIL
,,US Senate to vote on fiscal cliff deal as deadline nears,Fiscal cliff : House delays vote on fiscal cliff deal - live,NOALI,NIL
US Senate,House,US Senate to vote on fiscal cliff deal as deadline nears,Fiscal cliff : House delays vote on fiscal cliff deal - live,SIMI,4
to vote,vote,US Senate to vote on fiscal cliff deal as deadline nears,Fiscal cliff : House delays vote on fiscal cliff deal - live,EQUI,5
,-,US Senate to vote on fiscal cliff deal as deadline nears,Fiscal cliff : House delays vote on fiscal cliff deal - live,NOALI,NIL
,Fiscal cliff,US Senate to vote on fiscal cliff deal as deadline nears,Fiscal cliff : House delays vote on fiscal cliff deal - live,NOALI,NIL
,live,US Senate to vote on fiscal cliff deal as deadline nears,Fiscal cliff : House delays vote on fiscal cliff deal - live,NOALI,NIL
,delays,US Senate to vote on fiscal cliff deal as deadline nears,Fiscal cliff : House delays vote on fiscal cliff deal - live,NOALI,NIL
on fiscal cliff deal,on fiscal cliff deal,US Senate to vote on fiscal cliff deal as deadline nears,Fiscal cliff : House delays vote on fiscal cliff deal - live,EQUI,5
as deadline,,US Senate to vote on fiscal cliff deal as deadline nears,Fiscal cliff : House delays vote on fiscal cliff deal - live,NOALI,NIL
nears,,US Senate to vote on fiscal cliff deal as deadline nears,Fiscal cliff : House delays vote on fiscal cliff deal - live,NOALI,NIL
in Colorado avalanche,in Colorado avalanche,5 people buried in Colorado avalanche,' 5 snowboarders killed in Colorado avalanche ',EQUI,5
buried,killed,5 people buried in Colorado avalanche,' 5 snowboarders killed in Colorado avalanche ',EQUI,5
,',5 people buried in Colorado avalanche,' 5 snowboarders killed in Colorado avalanche ',NOALI,NIL
,',5 people buried in Colorado avalanche,' 5 snowboarders killed in Colorado avalanche ',NOALI,NIL
5 people,5 snowboarders,5 people buried in Colorado avalanche,' 5 snowboarders killed in Colorado avalanche ',SPE2,4
`` political '' changes,proposed cuts,Hagel laments `` political '' changes to US defense budget,Hagel defends proposed cuts in defense spending,SIMI,2
laments,,Hagel laments `` political '' changes to US defense budget,Hagel defends proposed cuts in defense spending,NOALI,NIL
,defends,Hagel laments `` political '' changes to US defense budget,Hagel defends proposed cuts in defense spending,NOALI,NIL
to US defense budget,in defense spending,Hagel laments `` political '' changes to US defense budget,Hagel defends proposed cuts in defense spending,SPE1,4
Hagel,Hagel,Hagel laments `` political '' changes to US defense budget,Hagel defends proposed cuts in defense spending,EQUI,5
new election law,new election law,Afghan legislators approve new election law,Afghan president approves new election law,EQUI,5
approve,approves,Afghan legislators approve new election law,Afghan president approves new election law,EQUI,5
Afghan legislators,Afghan president,Afghan legislators approve new election law,Afghan president approves new election law,SPE2,4
die,die,13 children die in fire Myanmar mosque fire,Myanmar police say 13 children die in electrical fire at mosque,EQUI,5
Myanmar mosque fire,at mosque,13 children die in fire Myanmar mosque fire,Myanmar police say 13 children die in electrical fire at mosque,SPE1,4
,Myanmar police,13 children die in fire Myanmar mosque fire,Myanmar police say 13 children die in electrical fire at mosque,NOALI,NIL
,say,13 children die in fire Myanmar mosque fire,Myanmar police say 13 children die in electrical fire at mosque,NOALI,NIL
13 children,13 children,13 children die in fire Myanmar mosque fire,Myanmar police say 13 children die in electrical fire at mosque,EQUI,5
in fire,in electrical fire,13 children die in fire Myanmar mosque fire,Myanmar police say 13 children die in electrical fire at mosque,SPE2,4
Birth Control,Contraceptive pill,Birth Control Linked With Higher Glaucoma Risk,Contraceptive pill ` doubles glaucoma risk ',SIMI,4
,',Birth Control Linked With Higher Glaucoma Risk,Contraceptive pill ` doubles glaucoma risk ',NOALI,NIL
With Higher Glaucoma Risk,glaucoma risk,Birth Control Linked With Higher Glaucoma Risk,Contraceptive pill ` doubles glaucoma risk ',EQUI,5
Linked,doubles,Birth Control Linked With Higher Glaucoma Risk,Contraceptive pill ` doubles glaucoma risk ',SPE2,4
,`,Birth Control Linked With Higher Glaucoma Risk,Contraceptive pill ` doubles glaucoma risk ',NOALI,NIL
health problem,stroke,Iraqi president in hospital due to health problem,Iraqi president in hospital after suffering stroke,SPE2,4
in hospital,in hospital,Iraqi president in hospital due to health problem,Iraqi president in hospital after suffering stroke,EQUI,5
due to,after suffering,Iraqi president in hospital due to health problem,Iraqi president in hospital after suffering stroke,SIMI,4
Iraqi president,Iraqi president,Iraqi president in hospital due to health problem,Iraqi president in hospital after suffering stroke,EQUI,5
in Beirut,in Beirut,Explosions Near the Iranian Embassy in Beirut,Two blasts near Iranian embassy in Beirut,EQUI,5
Near the Iranian Embassy,near Iranian embassy,Explosions Near the Iranian Embassy in Beirut,Two blasts near Iranian embassy in Beirut,EQUI,5
Explosions,Two blasts,Explosions Near the Iranian Embassy in Beirut,Two blasts near Iranian embassy in Beirut,SPE2,4
"carry-on liquids , gels",carry-on liquids,"U.S. bans carry-on liquids , gels on flights to Russia",US bans carry-on liquids on direct flights to Russia,SPE2,4
to Russia,to Russia,"U.S. bans carry-on liquids , gels on flights to Russia",US bans carry-on liquids on direct flights to Russia,EQUI,5
on flights,on direct flights,"U.S. bans carry-on liquids , gels on flights to Russia",US bans carry-on liquids on direct flights to Russia,SPE2,4
bans,bans,"U.S. bans carry-on liquids , gels on flights to Russia",US bans carry-on liquids on direct flights to Russia,EQUI,5
U.S.,US,"U.S. bans carry-on liquids , gels on flights to Russia",US bans carry-on liquids on direct flights to Russia,EQUI,5
Nato troops,NATO strike,Nato troops kill two Afghan children,NATO strike kills 11 Afghan children,SIMI,4
kill,kills,Nato troops kill two Afghan children,NATO strike kills 11 Afghan children,EQUI,5
two Afghan children,11 Afghan children,Nato troops kill two Afghan children,NATO strike kills 11 Afghan children,SIMI,3
makes landfall,slams,Typhoon Fitow makes landfall in east China,Typhoon Fitow slams into southeastern China,SIMI,4
in east China,into southeastern China,Typhoon Fitow makes landfall in east China,Typhoon Fitow slams into southeastern China,SIMI,3
Typhoon Fitow,Typhoon Fitow,Typhoon Fitow makes landfall in east China,Typhoon Fitow slams into southeastern China,EQUI,5
not guilty plea,Not guilty plea,Judge enters not guilty plea for James Holmes,Not guilty plea for James Holmes,EQUI,5
enters,,Judge enters not guilty plea for James Holmes,Not guilty plea for James Holmes,NOALI,NIL
Judge,,Judge enters not guilty plea for James Holmes,Not guilty plea for James Holmes,NOALI,NIL
for James Holmes,for James Holmes,Judge enters not guilty plea for James Holmes,Not guilty plea for James Holmes,EQUI,5
to Alaska airport runway,to airport,Apple app directs drivers to Alaska airport runway,Apple app sends drivers to airport,SPE1,3
drivers,drivers,Apple app directs drivers to Alaska airport runway,Apple app sends drivers to airport,EQUI,5
Apple app,Apple app,Apple app directs drivers to Alaska airport runway,Apple app sends drivers to airport,EQUI,5
directs,sends,Apple app directs drivers to Alaska airport runway,Apple app sends drivers to airport,EQUI,5
family reunions,war-torn family unions,N Korea postpones family reunions,North Korea postpones war-torn family unions,SPE2,4
postpones,postpones,N Korea postpones family reunions,North Korea postpones war-torn family unions,EQUI,5
N Korea,North Korea,N Korea postpones family reunions,North Korea postpones war-torn family unions,EQUI,5
still,,US Senate to meet as path out of fiscal impasse still elusive,US Senate has Rare Sunday Session Days Amid Fiscal Impasse,NOALI,NIL
elusive,,US Senate to meet as path out of fiscal impasse still elusive,US Senate has Rare Sunday Session Days Amid Fiscal Impasse,NOALI,NIL
of fiscal impasse,Amid Fiscal Impasse,US Senate to meet as path out of fiscal impasse still elusive,US Senate has Rare Sunday Session Days Amid Fiscal Impasse,EQUI,5
,has,US Senate to meet as path out of fiscal impasse still elusive,US Senate has Rare Sunday Session Days Amid Fiscal Impasse,NOALI,NIL
as path out,,US Senate to meet as path out of fiscal impasse still elusive,US Senate has Rare Sunday Session Days Amid Fiscal Impasse,NOALI,NIL
,Rare Sunday Session Days,US Senate to meet as path out of fiscal impasse still elusive,US Senate has Rare Sunday Session Days Amid Fiscal Impasse,NOALI,NIL
US Senate,US Senate,US Senate to meet as path out of fiscal impasse still elusive,US Senate has Rare Sunday Session Days Amid Fiscal Impasse,EQUI,5
to meet,,US Senate to meet as path out of fiscal impasse still elusive,US Senate has Rare Sunday Session Days Amid Fiscal Impasse,NOALI,NIL
Syria,,Syria welcomes Iran 's nuclear deal,"Iran , six world powers clinch breakthrough nuclear deal",NOALI,NIL
welcomes,,Syria welcomes Iran 's nuclear deal,"Iran , six world powers clinch breakthrough nuclear deal",NOALI,NIL
,",",Syria welcomes Iran 's nuclear deal,"Iran , six world powers clinch breakthrough nuclear deal",NOALI,NIL
,six world powers,Syria welcomes Iran 's nuclear deal,"Iran , six world powers clinch breakthrough nuclear deal",NOALI,NIL
's nuclear deal,breakthrough nuclear deal,Syria welcomes Iran 's nuclear deal,"Iran , six world powers clinch breakthrough nuclear deal",SPE2,4
Iran,Iran,Syria welcomes Iran 's nuclear deal,"Iran , six world powers clinch breakthrough nuclear deal",EQUI,5
,clinch,Syria welcomes Iran 's nuclear deal,"Iran , six world powers clinch breakthrough nuclear deal",NOALI,NIL
Iran,Iran,Iran says it captures drone ; U.S. denies losing one,Iran says it has seized U.S. drone ; U.S. says it 's not true,EQUI,5
drone,U.S. drone,Iran says it captures drone ; U.S. denies losing one,Iran says it has seized U.S. drone ; U.S. says it 's not true,SPE2,4
losing one,it,Iran says it captures drone ; U.S. denies losing one,Iran says it has seized U.S. drone ; U.S. says it 's not true,EQUI,5
U.S.,U.S.,Iran says it captures drone ; U.S. denies losing one,Iran says it has seized U.S. drone ; U.S. says it 's not true,EQUI,5
,;,Iran says it captures drone ; U.S. denies losing one,Iran says it has seized U.S. drone ; U.S. says it 's not true,NOALI,NIL
;,,Iran says it captures drone ; U.S. denies losing one,Iran says it has seized U.S. drone ; U.S. says it 's not true,NOALI,NIL
denies,says 's not true,Iran says it captures drone ; U.S. denies losing one,Iran says it has seized U.S. drone ; U.S. says it 's not true,EQUI,5
says,says,Iran says it captures drone ; U.S. denies losing one,Iran says it has seized U.S. drone ; U.S. says it 's not true,EQUI,5
it,it,Iran says it captures drone ; U.S. denies losing one,Iran says it has seized U.S. drone ; U.S. says it 's not true,EQUI,5
captures,has seized,Iran says it captures drone ; U.S. denies losing one,Iran says it has seized U.S. drone ; U.S. says it 's not true,EQUI,5
from Libya 's al-Kweifiya prison,from Libyan jail,"More than 1,000 inmates escape from Libya 's al-Kweifiya prison",1000 prisoners escape from Libyan jail,SPE1,4
escape,escape,"More than 1,000 inmates escape from Libya 's al-Kweifiya prison",1000 prisoners escape from Libyan jail,EQUI,5
"More than 1,000 inmates",1000 prisoners,"More than 1,000 inmates escape from Libya 's al-Kweifiya prison",1000 prisoners escape from Libyan jail,SPE2,4
in Cairo clash,in Egypt clashes,Muslim Brotherhood supporter dies in Cairo clash,Muslim Brotherhood supporters die in Egypt clashes,SPE1,4
dies,die,Muslim Brotherhood supporter dies in Cairo clash,Muslim Brotherhood supporters die in Egypt clashes,EQUI,5
Muslim Brotherhood supporter,Muslim Brotherhood supporters,Muslim Brotherhood supporter dies in Cairo clash,Muslim Brotherhood supporters die in Egypt clashes,SPE1,4
Thirty-Seven Dead,Thirty Dead,Thirty-Seven Dead In Italy Tour Bus Plunge,Thirty Dead In Italian Bus Plunge,SIMI,4
In Italy Tour Bus Plunge,In Italian Bus Plunge,Thirty-Seven Dead In Italy Tour Bus Plunge,Thirty Dead In Italian Bus Plunge,EQUI,5
lower,lower,China stocks end lower Thursday,China stocks close lower on Thursday,EQUI,5
end,close,China stocks end lower Thursday,China stocks close lower on Thursday,EQUI,5
Thursday,on Thursday,China stocks end lower Thursday,China stocks close lower on Thursday,EQUI,5
China stocks,China stocks,China stocks end lower Thursday,China stocks close lower on Thursday,EQUI,5
nuclear deal,nuclear deal,Iran leader Rouhani says nuclear deal with U.S. possible within three months,Iran President Hassan Rouhani wants nuclear deal in months,EQUI,5
possible,,Iran leader Rouhani says nuclear deal with U.S. possible within three months,Iran President Hassan Rouhani wants nuclear deal in months,NOALI,NIL
,wants,Iran leader Rouhani says nuclear deal with U.S. possible within three months,Iran President Hassan Rouhani wants nuclear deal in months,NOALI,NIL
says,,Iran leader Rouhani says nuclear deal with U.S. possible within three months,Iran President Hassan Rouhani wants nuclear deal in months,NOALI,NIL
with U.S.,,Iran leader Rouhani says nuclear deal with U.S. possible within three months,Iran President Hassan Rouhani wants nuclear deal in months,NOALI,NIL
Iran leader Rouhani,Iran President Hassan Rouhani,Iran leader Rouhani says nuclear deal with U.S. possible within three months,Iran President Hassan Rouhani wants nuclear deal in months,EQUI,5
within three months,in months,Iran leader Rouhani says nuclear deal with U.S. possible within three months,Iran President Hassan Rouhani wants nuclear deal in months,SPE1,4
holds,holds,Maldives holds fresh election for president,Maldives holds fresh presidential election,EQUI,5
Maldives,Maldives,Maldives holds fresh election for president,Maldives holds fresh presidential election,EQUI,5
fresh election for president,fresh presidential election,Maldives holds fresh election for president,Maldives holds fresh presidential election,EQUI,5
Israel,Israel,Israel green-lights 1500 settler homes,"Israel unveils 1,800 more settler homes",EQUI,5
1500 settler homes,"1,800 more settler homes",Israel green-lights 1500 settler homes,"Israel unveils 1,800 more settler homes",SIMI,3
green-lights,unveils,Israel green-lights 1500 settler homes,"Israel unveils 1,800 more settler homes",SIMI,4
",",,"Mumbai photojournalist gangrape case cracked , five accused arrested",Mumbai journalist gang-rape case : All five accused arrested,NOALI,NIL
five accused,All five accused,"Mumbai photojournalist gangrape case cracked , five accused arrested",Mumbai journalist gang-rape case : All five accused arrested,EQUI,5
arrested,arrested,"Mumbai photojournalist gangrape case cracked , five accused arrested",Mumbai journalist gang-rape case : All five accused arrested,EQUI,5
