x1,x2,sentence1,sentence2,y_type,y_score
next to a car,next to a small red vehicle,A scantily clad woman is standing next to a car .,A scantily clad woman standing next to a small red vehicle .,SPE2,3
A scantily clad woman,A scantily clad woman,A scantily clad woman is standing next to a car .,A scantily clad woman standing next to a small red vehicle .,EQUI,5
.,,A scantily clad woman is standing next to a car .,A scantily clad woman standing next to a small red vehicle .,NOALI,NIL
is standing,standing,A scantily clad woman is standing next to a car .,A scantily clad woman standing next to a small red vehicle .,EQUI,5
down,down,A red and blue plane flying with its landing gears down .,A WWII fighter plane with its landing gear down .,EQUI,5
.,,A red and blue plane flying with its landing gears down .,A WWII fighter plane with its landing gear down .,NOALI,NIL
with its landing gears,with its landing gear,A red and blue plane flying with its landing gears down .,A WWII fighter plane with its landing gear down .,EQUI,5
,.,A red and blue plane flying with its landing gears down .,A WWII fighter plane with its landing gear down .,NOALI,NIL
A red and blue plane,A WWII fighter plane,A red and blue plane flying with its landing gears down .,A WWII fighter plane with its landing gear down .,SIMI,3
flying,,A red and blue plane flying with its landing gears down .,A WWII fighter plane with its landing gear down .,NOALI,NIL
at a long table,at a table,Four women and two men sit at a long table in a restaurant .,A group of people sit at a table in an Italian restaurant .,SPE1,4
in a restaurant,in an Italian restaurant,Four women and two men sit at a long table in a restaurant .,A group of people sit at a table in an Italian restaurant .,SPE2,4
sit,sit,Four women and two men sit at a long table in a restaurant .,A group of people sit at a table in an Italian restaurant .,EQUI,5
,.,Four women and two men sit at a long table in a restaurant .,A group of people sit at a table in an Italian restaurant .,NOALI,NIL
.,,Four women and two men sit at a long table in a restaurant .,A group of people sit at a table in an Italian restaurant .,NOALI,NIL
Four women and two men,A group of people,Four women and two men sit at a long table in a restaurant .,A group of people sit at a table in an Italian restaurant .,SPE2,4
of a brown horse,of a horse,Close up of a brown horse with a blue halter .,A close up of a horse wearing a blue halter .,SPE1,4
with a blue halter,wearing a blue halter,Close up of a brown horse with a blue halter .,A close up of a horse wearing a blue halter .,EQUI,5
Close up,A close up,Close up of a brown horse with a blue halter .,A close up of a horse wearing a blue halter .,EQUI,5
,.,Close up of a brown horse with a blue halter .,A close up of a horse wearing a blue halter .,NOALI,NIL
.,,Close up of a brown horse with a blue halter .,A close up of a horse wearing a blue halter .,NOALI,NIL
in a rural area,in a field,A yellow school bus is parked in a rural area .,A yellow school bus parked in a field .,SPE2,4
,.,A yellow school bus is parked in a rural area .,A yellow school bus parked in a field .,NOALI,NIL
A yellow school bus,A yellow school bus,A yellow school bus is parked in a rural area .,A yellow school bus parked in a field .,EQUI,5
is parked,parked,A yellow school bus is parked in a rural area .,A yellow school bus parked in a field .,EQUI,5
.,,A yellow school bus is parked in a rural area .,A yellow school bus parked in a field .,NOALI,NIL
,.,A sheep standing on a table at auction .,Woolly sheep at auction house .,NOALI,NIL
standing,,A sheep standing on a table at auction .,Woolly sheep at auction house .,NOALI,NIL
A sheep,Woolly sheep,A sheep standing on a table at auction .,Woolly sheep at auction house .,SPE2,4
on a table,,A sheep standing on a table at auction .,Woolly sheep at auction house .,NOALI,NIL
at auction,at auction house,A sheep standing on a table at auction .,Woolly sheep at auction house .,SPE2,4
.,,A sheep standing on a table at auction .,Woolly sheep at auction house .,NOALI,NIL
rides,comes down,a train rides on his tracks .,"The train comes down the track , between two rows of trees .",SPE2,3
,of trees,a train rides on his tracks .,"The train comes down the track , between two rows of trees .",NOALI,NIL
on his tracks,the track,a train rides on his tracks .,"The train comes down the track , between two rows of trees .",EQUI,5
,between two rows,a train rides on his tracks .,"The train comes down the track , between two rows of trees .",NOALI,NIL
,",",a train rides on his tracks .,"The train comes down the track , between two rows of trees .",NOALI,NIL
,.,a train rides on his tracks .,"The train comes down the track , between two rows of trees .",NOALI,NIL
.,,a train rides on his tracks .,"The train comes down the track , between two rows of trees .",NOALI,NIL
a train,The train,a train rides on his tracks .,"The train comes down the track , between two rows of trees .",EQUI,5
.,,A double decker red United bus on a city street .,A double decker bus drives on a city street .,NOALI,NIL
on a city street,on a city street,A double decker red United bus on a city street .,A double decker bus drives on a city street .,EQUI,5
,drives,A double decker red United bus on a city street .,A double decker bus drives on a city street .,NOALI,NIL
A double decker red United bus,A double decker bus,A double decker red United bus on a city street .,A double decker bus drives on a city street .,SPE1,4
,.,A double decker red United bus on a city street .,A double decker bus drives on a city street .,NOALI,NIL
,lying down,A tan puppy on a carpeted floor .,Tan puppy lying down on white carpeting .,NOALI,NIL
A tan puppy,Tan puppy,A tan puppy on a carpeted floor .,Tan puppy lying down on white carpeting .,EQUI,5
on a carpeted floor,on white carpeting,A tan puppy on a carpeted floor .,Tan puppy lying down on white carpeting .,SPE2,4
.,,A tan puppy on a carpeted floor .,Tan puppy lying down on white carpeting .,NOALI,NIL
,.,A tan puppy on a carpeted floor .,Tan puppy lying down on white carpeting .,NOALI,NIL
A young girl,A woman,A young girl riding a brown horse .,A woman in riding a brown horse .,SPE1,4
,.,A young girl riding a brown horse .,A woman in riding a brown horse .,NOALI,NIL
a brown horse,a brown horse,A young girl riding a brown horse .,A woman in riding a brown horse .,EQUI,5
.,,A young girl riding a brown horse .,A woman in riding a brown horse .,NOALI,NIL
riding,in riding,A young girl riding a brown horse .,A woman in riding a brown horse .,EQUI,5
Train,a train,Train in a station .,a train in a station .,EQUI,5
,.,Train in a station .,a train in a station .,NOALI,NIL
in a station,in a station,Train in a station .,a train in a station .,EQUI,5
.,,Train in a station .,a train in a station .,NOALI,NIL
on a lawn,on green grass,A blue bird standing on a lawn .,Blue bird standing on green grass .,EQUI,5
.,,A blue bird standing on a lawn .,Blue bird standing on green grass .,NOALI,NIL
A blue bird,Blue bird,A blue bird standing on a lawn .,Blue bird standing on green grass .,EQUI,5
,.,A blue bird standing on a lawn .,Blue bird standing on green grass .,NOALI,NIL
standing,standing,A blue bird standing on a lawn .,Blue bird standing on green grass .,EQUI,5
,.,A woman equestrian riding a horse .,The woman is riding on the brown horse .,NOALI,NIL
riding,is riding,A woman equestrian riding a horse .,The woman is riding on the brown horse .,EQUI,5
.,,A woman equestrian riding a horse .,The woman is riding on the brown horse .,NOALI,NIL
A woman equestrian,The woman,A woman equestrian riding a horse .,The woman is riding on the brown horse .,SPE1,4
a horse,on the brown horse,A woman equestrian riding a horse .,The woman is riding on the brown horse .,SPE2,4
the tracks,on the railroad tracks,Train going down the tracks .,A black steam train traveling on the railroad tracks .,EQUI,5
Train,A black steam train,Train going down the tracks .,A black steam train traveling on the railroad tracks .,SPE2,4
.,,Train going down the tracks .,A black steam train traveling on the railroad tracks .,NOALI,NIL
going down,traveling,Train going down the tracks .,A black steam train traveling on the railroad tracks .,SIMI,4
,.,Train going down the tracks .,A black steam train traveling on the railroad tracks .,NOALI,NIL
with trees behind,,A large cruise ship in harbor with trees behind .,A cruise ship docked at a coast .,NOALI,NIL
A large cruise ship,A cruise ship,A large cruise ship in harbor with trees behind .,A cruise ship docked at a coast .,SPE1,4
,docked,A large cruise ship in harbor with trees behind .,A cruise ship docked at a coast .,NOALI,NIL
in harbor,at a coast,A large cruise ship in harbor with trees behind .,A cruise ship docked at a coast .,SPE1,3
.,,A large cruise ship in harbor with trees behind .,A cruise ship docked at a coast .,NOALI,NIL
,.,A large cruise ship in harbor with trees behind .,A cruise ship docked at a coast .,NOALI,NIL
crossing,cross,Two cows crossing a road intersection .,Two cows cross a paved street .,EQUI,5
Two cows,Two cows,Two cows crossing a road intersection .,Two cows cross a paved street .,EQUI,5
.,,Two cows crossing a road intersection .,Two cows cross a paved street .,NOALI,NIL
a road intersection,a paved street,Two cows crossing a road intersection .,Two cows cross a paved street .,SIMI,3
,.,Two cows crossing a road intersection .,Two cows cross a paved street .,NOALI,NIL
in a plain,in a field,A black cow and a brown cow stands in a plain in front of an uprooted tree .,A black cow and a brown cow standing in front of a small copse of trees in a field .,SIMI,4
in front of an uprooted tree,in front of a small copse of trees,A black cow and a brown cow stands in a plain in front of an uprooted tree .,A black cow and a brown cow standing in front of a small copse of trees in a field .,SPE1,3
stands,standing,A black cow and a brown cow stands in a plain in front of an uprooted tree .,A black cow and a brown cow standing in front of a small copse of trees in a field .,EQUI,5
A black cow and a brown cow,A black cow and a brown cow,A black cow and a brown cow stands in a plain in front of an uprooted tree .,A black cow and a brown cow standing in front of a small copse of trees in a field .,EQUI,5
.,,A black cow and a brown cow stands in a plain in front of an uprooted tree .,A black cow and a brown cow standing in front of a small copse of trees in a field .,NOALI,NIL
,.,A black cow and a brown cow stands in a plain in front of an uprooted tree .,A black cow and a brown cow standing in front of a small copse of trees in a field .,NOALI,NIL
at a table,at a restaurant table,A group of people eat at a table outside .,A group of people sitting at a restaurant table .,SPE2,4
outside,,A group of people eat at a table outside .,A group of people sitting at a restaurant table .,NOALI,NIL
.,,A group of people eat at a table outside .,A group of people sitting at a restaurant table .,NOALI,NIL
eat,sitting,A group of people eat at a table outside .,A group of people sitting at a restaurant table .,REL,3
of people,of people,A group of people eat at a table outside .,A group of people sitting at a restaurant table .,EQUI,5
A group,A group,A group of people eat at a table outside .,A group of people sitting at a restaurant table .,EQUI,5
,.,A group of people eat at a table outside .,A group of people sitting at a restaurant table .,NOALI,NIL
A group,Group,A group of people sitting at a restaurant table .,Group of people sitting at table of restaurant .,EQUI,5
,.,A group of people sitting at a restaurant table .,Group of people sitting at table of restaurant .,NOALI,NIL
at a restaurant table,at table of restaurant,A group of people sitting at a restaurant table .,Group of people sitting at table of restaurant .,EQUI,5
of people,of people,A group of people sitting at a restaurant table .,Group of people sitting at table of restaurant .,EQUI,5
sitting,sitting,A group of people sitting at a restaurant table .,Group of people sitting at table of restaurant .,EQUI,5
.,,A group of people sitting at a restaurant table .,Group of people sitting at table of restaurant .,NOALI,NIL
,.,Two cats sitting on a couch looking out the window .,Two cats are looking at a window .,NOALI,NIL
.,,Two cats sitting on a couch looking out the window .,Two cats are looking at a window .,NOALI,NIL
sitting,,Two cats sitting on a couch looking out the window .,Two cats are looking at a window .,NOALI,NIL
looking out,are looking,Two cats sitting on a couch looking out the window .,Two cats are looking at a window .,SIMI,4
the window,at a window,Two cats sitting on a couch looking out the window .,Two cats are looking at a window .,EQUI,5
on a couch,,Two cats sitting on a couch looking out the window .,Two cats are looking at a window .,NOALI,NIL
Two cats,Two cats,Two cats sitting on a couch looking out the window .,Two cats are looking at a window .,EQUI,5
into food,a cake,Woman in blue shift dress cutting into food .,A woman in a blue dress cuts a cake .,SPE2,3
cutting,cuts,Woman in blue shift dress cutting into food .,A woman in a blue dress cuts a cake .,EQUI,5
Woman,A woman,Woman in blue shift dress cutting into food .,A woman in a blue dress cuts a cake .,EQUI,5
.,,Woman in blue shift dress cutting into food .,A woman in a blue dress cuts a cake .,NOALI,NIL
in blue shift dress,in a blue dress,Woman in blue shift dress cutting into food .,A woman in a blue dress cuts a cake .,EQUI,5
,.,Woman in blue shift dress cutting into food .,A woman in a blue dress cuts a cake .,NOALI,NIL
atop a red an yellow motorcycle,on a red and yellow motorcycle,Two brunette girls sit atop a red an yellow motorcycle with a side car .,A couple posing on a red and yellow motorcycle .,EQUI,5
.,,Two brunette girls sit atop a red an yellow motorcycle with a side car .,A couple posing on a red and yellow motorcycle .,NOALI,NIL
with a side car,,Two brunette girls sit atop a red an yellow motorcycle with a side car .,A couple posing on a red and yellow motorcycle .,NOALI,NIL
,.,Two brunette girls sit atop a red an yellow motorcycle with a side car .,A couple posing on a red and yellow motorcycle .,NOALI,NIL
Two brunette girls,A couple,Two brunette girls sit atop a red an yellow motorcycle with a side car .,A couple posing on a red and yellow motorcycle .,SPE1,3
sit,posing,Two brunette girls sit atop a red an yellow motorcycle with a side car .,A couple posing on a red and yellow motorcycle .,REL,4
of a red tandem bicycle,of a tandem bicycle,A man on the back seat of a red tandem bicycle .,A man is alone on the back of a tandem bicycle .,SPE1,4
on the back seat,on the back,A man on the back seat of a red tandem bicycle .,A man is alone on the back of a tandem bicycle .,SPE1,4
,.,A man on the back seat of a red tandem bicycle .,A man is alone on the back of a tandem bicycle .,NOALI,NIL
A man,A man,A man on the back seat of a red tandem bicycle .,A man is alone on the back of a tandem bicycle .,EQUI,5
,alone,A man on the back seat of a red tandem bicycle .,A man is alone on the back of a tandem bicycle .,NOALI,NIL
,is,A man on the back seat of a red tandem bicycle .,A man is alone on the back of a tandem bicycle .,NOALI,NIL
.,,A man on the back seat of a red tandem bicycle .,A man is alone on the back of a tandem bicycle .,NOALI,NIL
,operating,A computer on a desk .,A computer operating on a desk .,NOALI,NIL
A computer,A computer,A computer on a desk .,A computer operating on a desk .,EQUI,5
.,,A computer on a desk .,A computer operating on a desk .,NOALI,NIL
,.,A computer on a desk .,A computer operating on a desk .,NOALI,NIL
on a desk,on a desk,A computer on a desk .,A computer operating on a desk .,EQUI,5
with bright green walls and artwork,with bright green walls,Home office space with bright green walls and artwork .,Small office space with bright green walls .,SPE2,3
.,,Home office space with bright green walls and artwork .,Small office space with bright green walls .,NOALI,NIL
Home office space,Small office space,Home office space with bright green walls and artwork .,Small office space with bright green walls .,SPE1,4
,.,Home office space with bright green walls and artwork .,Small office space with bright green walls .,NOALI,NIL
,.,Yellow boat on a beach .,A yellow boat on shore .,NOALI,NIL
on a beach,on shore,Yellow boat on a beach .,A yellow boat on shore .,SPE1,4
.,,Yellow boat on a beach .,A yellow boat on shore .,NOALI,NIL
Yellow boat,A yellow boat,Yellow boat on a beach .,A yellow boat on shore .,EQUI,5
on the blue clothed dining table,with a blue table cloth,A kitchendiner with papers laying on the blue clothed dining table .,A small kitchen and a cluttered table with a blue table cloth .,SPE1,4
,.,A kitchendiner with papers laying on the blue clothed dining table .,A small kitchen and a cluttered table with a blue table cloth .,NOALI,NIL
laying,,A kitchendiner with papers laying on the blue clothed dining table .,A small kitchen and a cluttered table with a blue table cloth .,NOALI,NIL
A kitchendiner with papers,A small kitchen and a cluttered table,A kitchendiner with papers laying on the blue clothed dining table .,A small kitchen and a cluttered table with a blue table cloth .,SPE1,3
.,,A kitchendiner with papers laying on the blue clothed dining table .,A small kitchen and a cluttered table with a blue table cloth .,NOALI,NIL
,.,A gray cat is sitting on the window ledge looking at the camera .,The cat is standing on the window sill looking at the camera .,NOALI,NIL
at the camera,at the camera,A gray cat is sitting on the window ledge looking at the camera .,The cat is standing on the window sill looking at the camera .,EQUI,5
is sitting,is standing,A gray cat is sitting on the window ledge looking at the camera .,The cat is standing on the window sill looking at the camera .,SIMI,2
A gray cat,The cat,A gray cat is sitting on the window ledge looking at the camera .,The cat is standing on the window sill looking at the camera .,SPE1,4
.,,A gray cat is sitting on the window ledge looking at the camera .,The cat is standing on the window sill looking at the camera .,NOALI,NIL
looking,looking,A gray cat is sitting on the window ledge looking at the camera .,The cat is standing on the window sill looking at the camera .,EQUI,5
on the window ledge,on the window sill,A gray cat is sitting on the window ledge looking at the camera .,The cat is standing on the window sill looking at the camera .,EQUI,5
A green and white cargo plane,White and green commercial airliner,A green and white cargo plane taking of from an airport .,White and green commercial airliner taking off of runway .,SIMI,4
taking of,taking off,A green and white cargo plane taking of from an airport .,White and green commercial airliner taking off of runway .,EQUI,5
,.,A green and white cargo plane taking of from an airport .,White and green commercial airliner taking off of runway .,NOALI,NIL
from an airport,of runway,A green and white cargo plane taking of from an airport .,White and green commercial airliner taking off of runway .,SPE2,4
.,,A green and white cargo plane taking of from an airport .,White and green commercial airliner taking off of runway .,NOALI,NIL
are,are sitting,Two cats are close together inside and black and white furry enclosure .,"Two baby kittens are sitting inside a cow-schemed , fur-covered dome .",SIMI,4
close together,,Two cats are close together inside and black and white furry enclosure .,"Two baby kittens are sitting inside a cow-schemed , fur-covered dome .",NOALI,NIL
inside and black and white furry enclosure,"inside a cow-schemed , fur-covered dome",Two cats are close together inside and black and white furry enclosure .,"Two baby kittens are sitting inside a cow-schemed , fur-covered dome .",EQUI,5
Two cats,Two baby kittens,Two cats are close together inside and black and white furry enclosure .,"Two baby kittens are sitting inside a cow-schemed , fur-covered dome .",SPE2,4
.,,Two cats are close together inside and black and white furry enclosure .,"Two baby kittens are sitting inside a cow-schemed , fur-covered dome .",NOALI,NIL
,.,Two cats are close together inside and black and white furry enclosure .,"Two baby kittens are sitting inside a cow-schemed , fur-covered dome .",NOALI,NIL
A close-up view,A side view,A close-up view of a horse 's head .,A side view of a horse 's head .,SIMI,3
,.,A close-up view of a horse 's head .,A side view of a horse 's head .,NOALI,NIL
of a horse,of a horse,A close-up view of a horse 's head .,A side view of a horse 's head .,EQUI,5
.,,A close-up view of a horse 's head .,A side view of a horse 's head .,NOALI,NIL
's head,'s head,A close-up view of a horse 's head .,A side view of a horse 's head .,EQUI,5
An old fashioned wooden sailing ship,A wooden yacht,An old fashioned wooden sailing ship in the ocean .,A wooden yacht on the ocean .,SIMI,3
,.,An old fashioned wooden sailing ship in the ocean .,A wooden yacht on the ocean .,NOALI,NIL
in the ocean,on the ocean,An old fashioned wooden sailing ship in the ocean .,A wooden yacht on the ocean .,EQUI,5
.,,An old fashioned wooden sailing ship in the ocean .,A wooden yacht on the ocean .,NOALI,NIL
A white plane,A white airplane,A white plane on the runway .,A white airplane is on a runway .,EQUI,5
,is,A white plane on the runway .,A white airplane is on a runway .,NOALI,NIL
.,,A white plane on the runway .,A white airplane is on a runway .,NOALI,NIL
on the runway,on a runway,A white plane on the runway .,A white airplane is on a runway .,EQUI,5
,.,A white plane on the runway .,A white airplane is on a runway .,NOALI,NIL
,.,Elegant dining room with wood furniture .,An elegant pink dining room with wooden furniture .,NOALI,NIL
with wood furniture,with wooden furniture,Elegant dining room with wood furniture .,An elegant pink dining room with wooden furniture .,EQUI,5
Elegant dining room,An elegant pink dining room,Elegant dining room with wood furniture .,An elegant pink dining room with wooden furniture .,SPE2,4
.,,Elegant dining room with wood furniture .,An elegant pink dining room with wooden furniture .,NOALI,NIL
,.,A man jumping his dirt bike .,A man on a bike jumping through the air .,NOALI,NIL
A man,A man,A man jumping his dirt bike .,A man on a bike jumping through the air .,EQUI,5
jumping,jumping,A man jumping his dirt bike .,A man on a bike jumping through the air .,EQUI,5
.,,A man jumping his dirt bike .,A man on a bike jumping through the air .,NOALI,NIL
his dirt bike,on a bike,A man jumping his dirt bike .,A man on a bike jumping through the air .,SPE1,4
,through the air,A man jumping his dirt bike .,A man on a bike jumping through the air .,NOALI,NIL
at the camera,into the camera,A gray cat with green eyes looks at the camera .,A gray cat with green eyes looking into the camera .,EQUI,5
A gray cat,A gray cat,A gray cat with green eyes looks at the camera .,A gray cat with green eyes looking into the camera .,EQUI,5
.,,A gray cat with green eyes looks at the camera .,A gray cat with green eyes looking into the camera .,NOALI,NIL
looks,looking,A gray cat with green eyes looks at the camera .,A gray cat with green eyes looking into the camera .,EQUI,5
with green eyes,with green eyes,A gray cat with green eyes looks at the camera .,A gray cat with green eyes looking into the camera .,EQUI,5
,.,A gray cat with green eyes looks at the camera .,A gray cat with green eyes looking into the camera .,NOALI,NIL
is sitting,sitting,A black and white cat is sitting on a brown chair looking up .,Black and white cat sitting on wood chair looking up .,EQUI,5
A black and white cat,Black and white cat,A black and white cat is sitting on a brown chair looking up .,Black and white cat sitting on wood chair looking up .,EQUI,5
,.,A black and white cat is sitting on a brown chair looking up .,Black and white cat sitting on wood chair looking up .,NOALI,NIL
on a brown chair,on wood chair,A black and white cat is sitting on a brown chair looking up .,Black and white cat sitting on wood chair looking up .,SIMI,4
.,,A black and white cat is sitting on a brown chair looking up .,Black and white cat sitting on wood chair looking up .,NOALI,NIL
looking up,looking up,A black and white cat is sitting on a brown chair looking up .,Black and white cat sitting on wood chair looking up .,EQUI,5
in a red turtleneck,,A man in white with a wine bottle and a woman in a red turtleneck with a white vest .,A man and woman posing on a field with a bottle of wine .,NOALI,NIL
,posing,A man in white with a wine bottle and a woman in a red turtleneck with a white vest .,A man and woman posing on a field with a bottle of wine .,NOALI,NIL
A man and a woman,A man and woman,A man in white with a wine bottle and a woman in a red turtleneck with a white vest .,A man and woman posing on a field with a bottle of wine .,EQUI,5
,on a field,A man in white with a wine bottle and a woman in a red turtleneck with a white vest .,A man and woman posing on a field with a bottle of wine .,NOALI,NIL
with a wine bottle,with a bottle of wine,A man in white with a wine bottle and a woman in a red turtleneck with a white vest .,A man and woman posing on a field with a bottle of wine .,EQUI,5
,.,A man in white with a wine bottle and a woman in a red turtleneck with a white vest .,A man and woman posing on a field with a bottle of wine .,NOALI,NIL
.,,A man in white with a wine bottle and a woman in a red turtleneck with a white vest .,A man and woman posing on a field with a bottle of wine .,NOALI,NIL
in white,,A man in white with a wine bottle and a woman in a red turtleneck with a white vest .,A man and woman posing on a field with a bottle of wine .,NOALI,NIL
with a white vest,,A man in white with a wine bottle and a woman in a red turtleneck with a white vest .,A man and woman posing on a field with a bottle of wine .,NOALI,NIL
,.,Boy feeding a sheep .,A boy feeding a sheep hay .,NOALI,NIL
a sheep,a sheep hay,Boy feeding a sheep .,A boy feeding a sheep hay .,REL,4
.,,Boy feeding a sheep .,A boy feeding a sheep hay .,NOALI,NIL
Boy,A boy,Boy feeding a sheep .,A boy feeding a sheep hay .,EQUI,5
feeding,feeding,Boy feeding a sheep .,A boy feeding a sheep hay .,EQUI,5
.,,The white sheep is standing on the green hill .,A sheep stands on a hillside .,NOALI,NIL
is standing,stands,The white sheep is standing on the green hill .,A sheep stands on a hillside .,EQUI,5
,.,The white sheep is standing on the green hill .,A sheep stands on a hillside .,NOALI,NIL
on the green hill,on a hillside,The white sheep is standing on the green hill .,A sheep stands on a hillside .,SPE1,4
The white sheep,A sheep,The white sheep is standing on the green hill .,A sheep stands on a hillside .,SPE1,4
of a dilapidated wooden fence,of an old wooden fence,A black and white photo of a dilapidated wooden fence .,A black and white photo of an old wooden fence near a dirty street .,EQUI,5
A black and white photo,A black and white photo,A black and white photo of a dilapidated wooden fence .,A black and white photo of an old wooden fence near a dirty street .,EQUI,5
.,,A black and white photo of a dilapidated wooden fence .,A black and white photo of an old wooden fence near a dirty street .,NOALI,NIL
,near a dirty street,A black and white photo of a dilapidated wooden fence .,A black and white photo of an old wooden fence near a dirty street .,NOALI,NIL
,.,A black and white photo of a dilapidated wooden fence .,A black and white photo of an old wooden fence near a dirty street .,NOALI,NIL
taxing,sitting,An AeroMexico jet taxing along a runway .,A silver AreoMexico Jet Liner sitting on the tarmac .,SIMI,2
.,,An AeroMexico jet taxing along a runway .,A silver AreoMexico Jet Liner sitting on the tarmac .,NOALI,NIL
along a runway,on the tarmac,An AeroMexico jet taxing along a runway .,A silver AreoMexico Jet Liner sitting on the tarmac .,SPE1,4
,.,An AeroMexico jet taxing along a runway .,A silver AreoMexico Jet Liner sitting on the tarmac .,NOALI,NIL
An AeroMexico jet,A silver AreoMexico Jet Liner,An AeroMexico jet taxing along a runway .,A silver AreoMexico Jet Liner sitting on the tarmac .,SPE2,4
around a table,around a table,A group of people sitting around a table on a porch .,A group of people sitting around a table with food on it .,EQUI,5
of people,of people,A group of people sitting around a table on a porch .,A group of people sitting around a table with food on it .,EQUI,5
A group,A group,A group of people sitting around a table on a porch .,A group of people sitting around a table with food on it .,EQUI,5
sitting,sitting,A group of people sitting around a table on a porch .,A group of people sitting around a table with food on it .,EQUI,5
,.,A group of people sitting around a table on a porch .,A group of people sitting around a table with food on it .,NOALI,NIL
,with food,A group of people sitting around a table on a porch .,A group of people sitting around a table with food on it .,NOALI,NIL
,on it,A group of people sitting around a table on a porch .,A group of people sitting around a table with food on it .,NOALI,NIL
on a porch,,A group of people sitting around a table on a porch .,A group of people sitting around a table with food on it .,NOALI,NIL
.,,A group of people sitting around a table on a porch .,A group of people sitting around a table with food on it .,NOALI,NIL
is parked,parked,A bicycle is parked outside a bookstore .,A green bike parked outside a book store .,EQUI,5
outside a bookstore,outside a book store,A bicycle is parked outside a bookstore .,A green bike parked outside a book store .,EQUI,5
,.,A bicycle is parked outside a bookstore .,A green bike parked outside a book store .,NOALI,NIL
A bicycle,A green bike,A bicycle is parked outside a bookstore .,A green bike parked outside a book store .,SPE2,4
.,,A bicycle is parked outside a bookstore .,A green bike parked outside a book store .,NOALI,NIL
Domestic cat,A white cat,Domestic cat looking out window .,A white cat looking out of a window .,SIMI,4
,.,Domestic cat looking out window .,A white cat looking out of a window .,NOALI,NIL
window,of a window,Domestic cat looking out window .,A white cat looking out of a window .,EQUI,5
looking out,looking out,Domestic cat looking out window .,A white cat looking out of a window .,EQUI,5
.,,Domestic cat looking out window .,A white cat looking out of a window .,NOALI,NIL
,.,Two women stand in a living room with a black dog .,Two women standing in a living room with a black dog looking towards the camera .,NOALI,NIL
.,,Two women stand in a living room with a black dog .,Two women standing in a living room with a black dog looking towards the camera .,NOALI,NIL
,towards the camera,Two women stand in a living room with a black dog .,Two women standing in a living room with a black dog looking towards the camera .,NOALI,NIL
in a living room,in a living room,Two women stand in a living room with a black dog .,Two women standing in a living room with a black dog looking towards the camera .,EQUI,5
with a black dog,with a black dog,Two women stand in a living room with a black dog .,Two women standing in a living room with a black dog looking towards the camera .,EQUI,5
stand,standing,Two women stand in a living room with a black dog .,Two women standing in a living room with a black dog looking towards the camera .,EQUI,5
,looking,Two women stand in a living room with a black dog .,Two women standing in a living room with a black dog looking towards the camera .,NOALI,NIL
Two women,Two women,Two women stand in a living room with a black dog .,Two women standing in a living room with a black dog looking towards the camera .,EQUI,5
are reflected,,Two people paddling a red canoe are reflected in the still water .,Two people paddling in a red canoe with trees in the background .,NOALI,NIL
.,,Two people paddling a red canoe are reflected in the still water .,Two people paddling in a red canoe with trees in the background .,NOALI,NIL
,.,Two people paddling a red canoe are reflected in the still water .,Two people paddling in a red canoe with trees in the background .,NOALI,NIL
Two people,Two people,Two people paddling a red canoe are reflected in the still water .,Two people paddling in a red canoe with trees in the background .,EQUI,5
in the still water,,Two people paddling a red canoe are reflected in the still water .,Two people paddling in a red canoe with trees in the background .,NOALI,NIL
paddling,paddling,Two people paddling a red canoe are reflected in the still water .,Two people paddling in a red canoe with trees in the background .,EQUI,5
a red canoe,in a red canoe,Two people paddling a red canoe are reflected in the still water .,Two people paddling in a red canoe with trees in the background .,EQUI,5
,in the background,Two people paddling a red canoe are reflected in the still water .,Two people paddling in a red canoe with trees in the background .,NOALI,NIL
,with trees,Two people paddling a red canoe are reflected in the still water .,Two people paddling in a red canoe with trees in the background .,NOALI,NIL
,.,A woman and child push strollers down the sidewalk .,A women and a young girl walking pushchairs along the sidewalk .,NOALI,NIL
.,,A woman and child push strollers down the sidewalk .,A women and a young girl walking pushchairs along the sidewalk .,NOALI,NIL
down the sidewalk,along the sidewalk,A woman and child push strollers down the sidewalk .,A women and a young girl walking pushchairs along the sidewalk .,EQUI,5
A woman and child,A women and a young girl,A woman and child push strollers down the sidewalk .,A women and a young girl walking pushchairs along the sidewalk .,SPE2,4
push,walking,A woman and child push strollers down the sidewalk .,A women and a young girl walking pushchairs along the sidewalk .,SPE1,4
strollers,pushchairs,A woman and child push strollers down the sidewalk .,A women and a young girl walking pushchairs along the sidewalk .,EQUI,5
,.,A group of people sitting around a table containing food .,A group of people sitting around a table on a porch .,NOALI,NIL
,on a porch,A group of people sitting around a table containing food .,A group of people sitting around a table on a porch .,NOALI,NIL
containing,,A group of people sitting around a table containing food .,A group of people sitting around a table on a porch .,NOALI,NIL
sitting,sitting,A group of people sitting around a table containing food .,A group of people sitting around a table on a porch .,EQUI,5
food,,A group of people sitting around a table containing food .,A group of people sitting around a table on a porch .,NOALI,NIL
of people,of people,A group of people sitting around a table containing food .,A group of people sitting around a table on a porch .,EQUI,5
.,,A group of people sitting around a table containing food .,A group of people sitting around a table on a porch .,NOALI,NIL
around a table,around a table,A group of people sitting around a table containing food .,A group of people sitting around a table on a porch .,EQUI,5
A group,A group,A group of people sitting around a table containing food .,A group of people sitting around a table on a porch .,EQUI,5
